Latitude,Longitude,Altitude,Date,DateStr,IsWeekend,Dis2Center,Dis2Destination,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,Time_0,Time_3,Time_4,Time_8
39.897993,116.367436,171,1222055250,2008/9/22 11:47,0,666.9742037,2.232904837,1,0,0,0,0,0,0,0,1,0,0
39.898049,116.367045,141,1223436244,2008/10/8 11:24,0,666.9801194,1.766249733,0,0,1,0,0,0,0,0,1,0,0
39.898049,116.366791,135,1223867639,2008/10/13 11:13,0,666.9799184,1.032266868,1,0,0,0,0,0,0,0,1,0,0
39.898093,116.36697,52,1222233228,2008/9/24 13:13,0,666.9849524,0.452408746,0,0,1,0,0,0,0,0,0,1,0
39.898094,116.366774,157,1223608747,2008/10/10 11:19,0,666.9849086,0.436717182,0,0,0,0,1,0,0,0,1,0,0
39.898123,116.366974,213,1222310524,2008/9/25 10:42,0,666.9882912,0.437594212,0,0,0,1,0,0,0,0,1,0,0
39.898134,116.366921,161,1223523859,2008/10/9 11:44,0,666.9894724,0.465286005,0,0,0,1,0,0,0,0,1,0,0
39.898138,116.366743,148,1224128393,2008/10/16 11:39,0,666.9897765,1.090250421,0,0,0,1,0,0,0,0,1,0,0
39.898141,116.366911,125,1223263872,2008/10/6 11:31,0,666.9902428,2.283565508,1,0,0,0,0,0,0,0,1,0,0
39.898206,116.367001,148,1223347893,2008/10/7 10:51,0,666.9975414,0.402547256,0,1,0,0,0,0,0,0,1,0,0
39.898624,116.336049,118,1225940508,2008/11/6 11:01,0,667.0251606,5.021152596,0,0,0,1,0,0,0,0,1,0,0
39.902451,116.336556,184,1225940291,2008/11/6 10:58,0,667.4509163,0.403930895,0,0,0,1,0,0,0,0,1,0,0
39.903369,116.33674,167,1225940180,2008/11/6 10:56,0,667.5530718,0.07584021,0,0,0,1,0,0,0,0,1,0,0
39.907624,116.337441,131,1225940040,2008/11/6 10:54,0,668.0265077,0.452299452,0,0,0,1,0,0,0,0,1,0,0
39.907795,116.338168,105,1225939883,2008/11/6 10:51,0,668.0458462,0.050996756,0,0,0,1,0,0,0,0,1,0,0
39.914361,116.469859,85,1225768103,2008/11/4 11:08,0,668.9374398,0.242312059,0,1,0,0,0,0,0,0,1,0,0
39.914944,116.463161,-30,1225767889,2008/11/4 11:04,0,668.9891021,0.547115864,0,1,0,0,0,0,0,0,1,0,0
39.915369,116.455791,620,1225767754,2008/11/4 11:02,0,669.0224944,0.604791869,0,1,0,0,0,0,0,0,1,0,0
39.917503,116.33855,138,1225939650,2008/11/6 10:47,0,669.1254857,1.054783955,0,0,0,1,0,0,0,0,1,0,0
39.922538,116.338171,72,1225939489,2008/11/6 10:44,0,669.6851738,0.532383709,0,0,0,1,0,0,0,0,1,0,0
39.927868,116.349735,148,1225420371,2008/10/31 10:32,0,670.2838141,7.511659039,0,0,0,0,1,0,0,0,1,0,0
39.931621,116.349253,220,1224215622,2008/10/17 11:53,0,670.700839,7.931446712,0,0,0,0,1,0,0,0,1,0,0
39.936108,116.338175,177,1225939141,2008/11/6 10:39,0,671.1940719,1.480342028,0,0,0,1,0,0,0,0,1,0,0
39.939126,116.346238,210,1225938990,2008/11/6 10:36,0,671.533649,0.75466088,0,0,0,1,0,0,0,0,1,0,0
39.939269,116.346963,164,1224215299,2008/10/17 11:48,0,671.5499462,0.859701669,0,0,0,0,1,0,0,0,1,0,0
39.966736,116.357855,299,1228623934,2008/12/7 12:25,1,674.6107459,2.94350811,0,0,0,0,0,0,1,0,0,1,0
39.982035,116.402671,230,1228062872,2008/12/1 0:34,0,676.3537674,6.521018044,1,0,0,0,0,0,0,1,0,0,0
39.984646,116.347386,203,1221757745,2008/9/19 1:09,0,676.595773,1.817947412,0,0,0,0,1,0,0,1,0,0,0
39.985076,116.327036,217,1222227483,2008/9/24 11:38,0,676.6347693,1.121149508,0,0,1,0,0,0,0,0,1,0,0
39.985731,116.341305,869,1225419564,2008/10/31 10:19,0,676.7132778,6.446235768,0,0,0,0,1,0,0,0,1,0,0
39.986963,116.327036,210,1221580690,2008/9/16 23:58,0,676.844593,0.05371876,0,1,0,0,0,0,0,0,0,0,1
39.987083,116.326868,174,1222227300,2008/9/24 11:35,0,676.8578836,0.195162577,0,0,1,0,0,0,0,0,1,0,0
39.987684,116.326818,226,1221580813,2008/9/17 0:00,0,676.9246958,0.090735345,0,0,1,0,0,0,0,1,0,0,0
39.988759,116.326853,197,1221580926,2008/9/17 0:02,0,677.0442406,0.255666234,0,0,1,0,0,0,0,1,0,0,0
39.989398,116.326841,190,1221758109,2008/9/19 1:15,0,677.11529,0.051261215,0,0,0,0,1,0,0,1,0,0,0
39.989874,116.415403,469,1224521182,2008/10/21 0:46,0,677.241488,7.549679026,0,1,0,0,0,0,0,1,0,0,0
39.990111,116.326798,138,1221758227,2008/9/19 1:17,0,677.1945582,0.086032266,0,0,0,0,1,0,0,1,0,0,0
39.990655,116.326736,230,1228063964,2008/12/1 0:52,0,677.2550286,0.09342339,1,0,0,0,0,0,0,1,0,0,0
39.991128,116.326903,197,1221758418,2008/9/19 1:20,0,677.3076756,0.071247002,0,0,0,0,1,0,0,1,0,0,0
39.991789,116.334403,154,1228624427,2008/12/7 12:33,1,677.3838486,0.605519077,0,0,0,0,0,0,1,0,0,1,0
39.9918,116.334208,246,1225487173,2008/11/1 5:06,1,677.3849939,0.100304863,0,0,0,0,0,1,0,1,0,0,0
39.992033,116.346798,144,1228624277,2008/12/7 12:31,1,677.4168318,1.035024042,0,0,0,0,0,0,1,0,0,1,0
40.0083,116.329093,217,1224003948,2008/10/15 1:05,0,679.2178156,1.716371779,0,0,1,0,0,0,0,1,0,0,0
40.017915,116.308644,131,1224003662,2008/10/15 1:01,0,680.2824817,2.016342156,0,0,1,0,0,0,0,1,0,0,0
40.019533,116.308111,138,1224003538,2008/10/15 0:58,0,680.4623436,0.158766617,0,0,1,0,0,0,0,1,0,0,0
40.034251,116.300679,128,1224003226,2008/10/15 0:53,0,682.0985348,1.725853887,0,0,1,0,0,0,0,1,0,0,0
40.037185,116.299373,184,1224003103,2008/10/15 0:51,0,682.4247808,0.318537255,0,0,1,0,0,0,0,1,0,0,0
